"EVTYPE";"BGN_DATE";"STATE";"nobs";"qFA";"qIN";"qPR";"qCR"
"13297";"wind";2002;"UT";46;0;10;2470000;138000
"13298";"wind";2002;"VA";432;1;10;4320700;0
"13299";"wind";2002;"VT";68;0;0;444000;0
"13300";"wind";2002;"WA";39;0;4;13910500;25200000
"13301";"wind";2002;"WI";317;1;2;10908600;652000
"13302";"wind";2002;"WV";121;1;1;942600;0
"13303";"wind";2002;"WY";69;0;0;377500;0
"13304";"wind";2003;"AK";68;0;2;12062500;0
"13305";"wind";2003;"AL";347;0;5;5924000;0
"13306";"wind";2003;"AR";379;0;2;2584250;0
"13307";"wind";2003;"AS";1;0;0;0;0
"13308";"wind";2003;"AZ";68;0;0;1981100;1e+05
"13309";"wind";2003;"CA";67;2;12;4910000;2.8e+07
"13310";"wind";2003;"CO";101;0;0;1259000;0
"13311";"wind";2003;"CT";21;0;1;356000;0
"13312";"wind";2003;"DC";12;0;14;643100;0
"13313";"wind";2003;"DE";38;0;1;10123200;0
"13314";"wind";2003;"FL";243;0;15;3629500;95000
"13315";"wind";2003;"GA";566;6;21;7010350;0
"13316";"wind";2003;"GU";1;0;0;125000;0
"13317";"wind";2003;"HI";12;0;0;0;0
"13318";"wind";2003;"IA";340;1;4;24661750;1043300
"13319";"wind";2003;"ID";63;0;0;402000;0
"13320";"wind";2003;"IL";470;0;15;92500500;34281000
"13321";"wind";2003;"IN";508;1;8;2321000;0
"13322";"wind";2003;"KS";508;0;9;11402270;0
"13323";"wind";2003;"KY";438;0;5;3362010;110000
"13324";"wind";2003;"LA";175;0;0;2773250;0
"13325";"wind";2003;"MA";38;0;3;1579000;0
"13326";"wind";2003;"MD";221;1;4;3432700;270000
"13327";"wind";2003;"ME";66;0;1;4000;0
"13328";"wind";2003;"MI";367;0;5;22754250;215000
"13329";"wind";2003;"MN";257;1;6;8392150;4484000
"13330";"wind";2003;"MO";514;2;10;1567500;4850000
"13331";"wind";2003;"MS";555;0;0;12225000;0
"13332";"wind";2003;"MT";151;0;3;760000;120000
"13333";"wind";2003;"NC";440;0;12;3260500;0
"13334";"wind";2003;"ND";139;0;2;5756000;17500000
"13335";"wind";2003;"NE";288;1;4;8516000;1635000
"13336";"wind";2003;"NH";14;2;2;185000;0
"13337";"wind";2003;"NJ";124;1;12;9852750;0
"13338";"wind";2003;"NM";63;1;6;573000;0
"13339";"wind";2003;"NV";56;0;3;92000;0
"13340";"wind";2003;"NY";151;3;8;10078000;2e+05
"13341";"wind";2003;"OH";769;2;6;26132000;2075000
"13342";"wind";2003;"OK";559;0;2;5928460;0
"13343";"wind";2003;"OR";63;0;0;54000;0
"13344";"wind";2003;"PA";471;6;17;42309000;0
"13345";"wind";2003;"PR";4;0;0;20500;0
"13346";"wind";2003;"RI";4;0;0;385000;0
"13347";"wind";2003;"SC";382;0;11;1708000;0
"13348";"wind";2003;"SD";252;0;4;4102000;30000
"13349";"wind";2003;"TN";781;2;28;47423000;0
"13350";"wind";2003;"TX";761;4;20;70348150;150000
"13351";"wind";2003;"UT";27;0;4;1048000;70000
"13352";"wind";2003;"VA";475;1;78;20299750;11960000
"13353";"wind";2003;"VI";1;0;0;0;0
"13354";"wind";2003;"VT";37;0;1;546000;0
"13355";"wind";2003;"WA";43;2;3;22025000;0
"13356";"wind";2003;"WI";152;2;1;628450;49500
"13357";"wind";2003;"WV";163;0;10;2464500;290000
"13358";"wind";2003;"WY";29;0;0;170000;0
"13359";"wind";2004;"AK";66;0;0;586600;22000
"13360";"wind";2004;"AL";348;1;7;86458500;3465000
"13361";"wind";2004;"AR";425;0;10;1840250;0
"13362";"wind";2004;"AZ";68;1;1;578500;0
"13363";"wind";2004;"CA";115;1;5;6852000;50000
"13364";"wind";2004;"CO";117;1;5;642600;0
"13365";"wind";2004;"CT";23;0;0;105000;0
"13366";"wind";2004;"DC";2;0;0;1000;0
"13367";"wind";2004;"DE";27;1;1;192000;0
"13368";"wind";2004;"FL";340;6;20;3164653000;305905000
"13369";"wind";2004;"GA";434;0;10;36450350;26500000
"13370";"wind";2004;"GU";1;0;0;0;0
"13371";"wind";2004;"HI";13;1;1;0;750000
"13372";"wind";2004;"IA";501;0;5;14132000;491500
"13373";"wind";2004;"ID";74;0;2;145000;0
"13374";"wind";2004;"IL";587;1;17;6486000;152000
"13375";"wind";2004;"IN";392;0;2;1869000;0
"13376";"wind";2004;"KS";738;2;15;5721600;785000
"13377";"wind";2004;"KY";609;0;2;7776500;0
"13378";"wind";2004;"LA";299;0;2;4632500;0
"13379";"wind";2004;"MA";47;1;1;1287000;0
"13380";"wind";2004;"MD";161;2;0;784750;0
"13381";"wind";2004;"ME";31;0;0;76000;0
"13382";"wind";2004;"MI";384;3;12;6641000;326000
"13383";"wind";2004;"MN";354;0;4;5772500;6000
"13384";"wind";2004;"MO";468;2;50;2939500;7000
"13385";"wind";2004;"MS";422;1;9;3346900;0
"13386";"wind";2004;"MT";134;0;1;469000;2100000
"13387";"wind";2004;"NC";304;4;7;3815000;36000
"13388";"wind";2004;"ND";89;0;1;1055000;0
"13389";"wind";2004;"NE";289;0;10;13831700;8133000
"13390";"wind";2004;"NH";43;0;10;207000;0
"13391";"wind";2004;"NJ";76;1;0;497000;0
"13392";"wind";2004;"NM";44;0;0;1028000;2e+05
"13393";"wind";2004;"NV";84;0;2;150000;0
"13394";"wind";2004;"NY";267;1;5;4893000;0
"13395";"wind";2004;"OH";438;1;1;14516000;0
"13396";"wind";2004;"OK";506;2;6;10299400;0
"13397";"wind";2004;"OR";80;0;1;411800;0
"13398";"wind";2004;"PA";429;1;16;3342840;0
"13399";"wind";2004;"PR";8;0;0;15016000;0
"13400";"wind";2004;"RI";4;0;0;630000;0
"13401";"wind";2004;"SC";264;2;4;1418000;0
"13402";"wind";2004;"SD";244;0;1;3920000;1000
"13403";"wind";2004;"TN";625;1;27;9430000;1700000
"13404";"wind";2004;"TX";860;0;19;18957500;540000
"13405";"wind";2004;"UT";17;0;3;196100;0
"13406";"wind";2004;"VA";323;0;4;3181750;0
"13407";"wind";2004;"VT";53;1;1;471000;0
"13408";"wind";2004;"WA";38;1;1;4034000;5e+06
"13409";"wind";2004;"WI";241;1;6;6024250;11250
"13410";"wind";2004;"WV";201;2;4;529000;0
"13411";"wind";2004;"WY";29;0;0;150000;0
"13412";"wind";2005;"AK";62;0;0;8285200;130000
"13413";"wind";2005;"AL";330;0;13;5400500;0
"13414";"wind";2005;"AR";327;0;2;1356500;0
"13415";"wind";2005;"AS";4;0;0;1000;5000
"13416";"wind";2005;"AZ";80;0;1;1559200;0
"13417";"wind";2005;"CA";115;0;2;6046000;210000
"13418";"wind";2005;"CO";134;2;4;800400;0
"13419";"wind";2005;"CT";60;0;1;375000;0
"13420";"wind";2005;"DC";7;0;1;50000;0
"13421";"wind";2005;"DE";19;0;0;85000;0
"13422";"wind";2005;"FL";133;0;5;8297000;2.1e+07
"13423";"wind";2005;"GA";301;3;8;4422600;1e+05
"13424";"wind";2005;"HI";14;1;3;1e+05;0
"13425";"wind";2005;"IA";417;1;2;6831500;471500
"13426";"wind";2005;"ID";64;0;0;389800;0
"13427";"wind";2005;"IL";537;0;7;2634500;76000
"13428";"wind";2005;"IN";521;1;3;3483400;20000
"13429";"wind";2005;"KS";652;1;21;22765750;3e+06
"13430";"wind";2005;"KY";335;0;0;1587700;1000
"13431";"wind";2005;"LA";230;0;16;3130000;192000
"13432";"wind";2005;"MA";97;0;8;5726500;0
"13433";"wind";2005;"MD";99;0;2;1986000;0
"13434";"wind";2005;"ME";75;0;1;2e+05;0
"13435";"wind";2005;"MI";414;0;7;15670000;50000
"13436";"wind";2005;"MN";593;1;10;246919950;0
"13437";"wind";2005;"MO";640;0;5;3001000;15500
"13438";"wind";2005;"MS";411;1;7;19445500;1280000
"13439";"wind";2005;"MT";283;0;1;5919000;1e+05
"13440";"wind";2005;"NC";293;1;10;3875800;150000
"13441";"wind";2005;"ND";247;1;1;16180000;0
"13442";"wind";2005;"NE";174;0;8;4166200;5704000
"13443";"wind";2005;"NH";55;0;0;190000;0
"13444";"wind";2005;"NJ";113;1;0;663000;0
"13445";"wind";2005;"NM";57;0;2;747250;10000
"13446";"wind";2005;"NV";79;1;2;136000;0
"13447";"wind";2005;"NY";487;0;8;5475500;2e+05
"13448";"wind";2005;"OH";497;0;2;6482500;0
"13449";"wind";2005;"OK";614;1;5;3908700;0
"13450";"wind";2005;"OR";56;0;0;149500;0
"13451";"wind";2005;"PA";494;0;4;2874000;0
"13452";"wind";2005;"PR";5;0;0;18100;0
"13453";"wind";2005;"RI";16;0;0;545000;0
"13454";"wind";2005;"SC";272;1;0;2097000;0
"13455";"wind";2005;"SD";379;0;5;2443000;25000
"13456";"wind";2005;"TN";564;1;6;8711000;0
"13457";"wind";2005;"TX";707;0;19;7803750;973000
"13458";"wind";2005;"UT";58;0;1;157000;0
"13459";"wind";2005;"VA";269;0;0;1035000;0
"13460";"wind";2005;"VT";56;0;0;1997000;0
"13461";"wind";2005;"WA";47;0;21;1504100;70000
"13462";"wind";2005;"WI";525;1;2;8898650;83000
"13463";"wind";2005;"WV";106;3;2;647000;0
"13464";"wind";2005;"WY";60;0;0;59200;0
"13465";"wind";2006;"AK";86;0;0;39000;0
"13466";"wind";2006;"AL";379;0;5;3798000;1000
"13467";"wind";2006;"AR";518;0;9;3658010;0
"13468";"wind";2006;"AS";4;0;0;35000;29000
"13469";"wind";2006;"AZ";92;4;2;153921500;50000
"13470";"wind";2006;"CA";165;3;1;6202500;15112500
"13471";"wind";2006;"CO";145;0;3;3517250;0
"13472";"wind";2006;"CT";91;0;0;640500;0
"13473";"wind";2006;"DC";7;0;0;527000;0
"13474";"wind";2006;"DE";52;0;0;957000;0
"13475";"wind";2006;"FL";197;0;8;8344500;0
"13476";"wind";2006;"GA";529;0;4;6003750;5500
"13477";"wind";2006;"HI";5;0;2;500;0
"13478";"wind";2006;"IA";414;0;6;5264900;15511000
"13479";"wind";2006;"ID";109;0;3;1564400;0
"13480";"wind";2006;"IL";772;0;25;23950000;207000
"13481";"wind";2006;"IN";496;0;6;11757800;0
"13482";"wind";2006;"KS";757;0;7;12306750;315000
"13483";"wind";2006;"KY";794;1;8;3996000;0
"13484";"wind";2006;"LA";262;2;5;3894550;0
"13485";"wind";2006;"MA";183;4;6;7413000;0
"13486";"wind";2006;"MD";137;0;0;20434000;0
"13487";"wind";2006;"ME";224;2;0;613000;0
"13488";"wind";2006;"MI";390;1;4;3565900;275000
"13489";"wind";2006;"MN";240;0;2;139950;0
"13490";"wind";2006;"MO";644;2;44;4116600;0
"13491";"wind";2006;"MS";420;1;10;50861100;300
"13492";"wind";2006;"MT";309;1;1;2184000;0
"13493";"wind";2006;"NC";748;0;2;3550900;8000
"13494";"wind";2006;"ND";118;0;3;13672500;175000
"13495";"wind";2006;"NE";361;0;12;5023000;5920000
"13496";"wind";2006;"NH";88;1;0;905000;0
"13497";"wind";2006;"NJ";163;0;11;11788000;0
"13498";"wind";2006;"NM";48;0;0;41000;0
"13499";"wind";2006;"NV";106;1;2;296000;0
"13500";"wind";2006;"NY";468;2;5;5349500;2e+05
"13501";"wind";2006;"OH";514;2;8;14547000;18000
"13502";"wind";2006;"OK";541;0;16;5349640;0
"13503";"wind";2006;"OR";163;1;1;3065000;10000
"13504";"wind";2006;"PA";444;3;5;4760000;0
"13505";"wind";2006;"PR";11;0;1;14000;0
"13506";"wind";2006;"RI";27;0;3;570000;0
"13507";"wind";2006;"SC";524;3;9;1614000;0
"13508";"wind";2006;"SD";259;1;6;1288000;0
"13509";"wind";2006;"TN";707;1;5;7821530;80000
"13510";"wind";2006;"TX";686;5;38;21702300;241000
"13511";"wind";2006;"UT";61;0;2;9280000;0
"13512";"wind";2006;"VA";473;2;5;48785700;4000
"13513";"wind";2006;"VI";1;0;0;1000;0
"13514";"wind";2006;"VT";114;0;13;1456000;0
"13515";"wind";2006;"WA";103;5;7;37259100;0
"13516";"wind";2006;"WI";328;1;2;7067950;8043500
"13517";"wind";2006;"WV";137;0;3;3590800;0
"13518";"wind";2006;"WY";64;0;3;164000;0
"13519";"wind";2007;"AK";79;0;0;170000;0
"13520";"wind";2007;"AL";349;0;10;7219750;1e+06
"13521";"wind";2007;"AR";266;2;8;2352500;0
"13522";"wind";2007;"AS";1;0;0;0;10000
"13523";"wind";2007;"AZ";101;0;0;8990500;0
"13524";"wind";2007;"CA";213;3;2;66468500;0
"13525";"wind";2007;"CO";140;0;4;402950;0
"13526";"wind";2007;"CT";67;0;0;6000;0
"13527";"wind";2007;"DC";6;0;0;18000;0
"13528";"wind";2007;"DE";32;0;0;25000;0
"13529";"wind";2007;"FL";335;0;1;1179760;25000
"13530";"wind";2007;"GA";622;1;12;10228650;13000
"13531";"wind";2007;"GU";1;0;0;10000;0
"13532";"wind";2007;"HI";32;0;4;0;0
"13533";"wind";2007;"IA";590;0;4;5139300;1099000
"13534";"wind";2007;"ID";52;0;3;856500;0
"13535";"wind";2007;"IL";559;4;73;11340500;664000
"13536";"wind";2007;"IN";350;1;1;8369000;5000
"13537";"wind";2007;"KS";528;1;4;8702500;598000
"13538";"wind";2007;"KY";434;1;9;6053200;20000
"13539";"wind";2007;"LA";193;1;5;5507500;320000
"13540";"wind";2007;"MA";186;0;1;551500;2000
"13541";"wind";2007;"MD";144;0;1;4e+05;0
"13542";"wind";2007;"ME";173;0;2;25000;0
"13543";"wind";2007;"MI";629;3;2;6556500;15000
"13544";"wind";2007;"MN";347;0;6;303300;32000
"13545";"wind";2007;"MO";361;0;3;1795500;765000
"13546";"wind";2007;"MS";469;0;7;8149410;480000
"13547";"wind";2007;"MT";469;0;5;1677000;0
"13548";"wind";2007;"NC";507;0;12;4342000;150000
"13549";"wind";2007;"ND";199;0;0;17546000;161803000
"13550";"wind";2007;"NE";315;0;0;3981000;8485000
"13551";"wind";2007;"NH";82;0;0;15000;0
"13552";"wind";2007;"NJ";138;0;4;1703000;0
"13553";"wind";2007;"NM";94;0;0;366000;1000
"13554";"wind";2007;"NV";69;1;2;67000;0
"13555";"wind";2007;"NY";526;1;9;3168000;10000
"13556";"wind";2007;"OH";482;1;0;6987500;5000
"13557";"wind";2007;"OK";466;0;59;4723300;0
"13558";"wind";2007;"OR";168;0;0;83666000;0
"13559";"wind";2007;"PA";567;0;6;5748000;5000
"13560";"wind";2007;"PR";3;0;2;3500;0
"13561";"wind";2007;"RI";15;0;0;104000;0
"13562";"wind";2007;"SC";369;1;7;10196200;0
"13563";"wind";2007;"SD";313;0;0;461000;5000
"13564";"wind";2007;"TN";383;0;0;3300800;34000
"13565";"wind";2007;"TX";951;1;15;18721200;2669000
"13566";"wind";2007;"UT";56;0;0;72000;0
"13567";"wind";2007;"VA";583;1;1;3994850;46000
"13568";"wind";2007;"VI";1;0;0;500;0
"13569";"wind";2007;"VT";133;0;0;4942500;20000
"13570";"wind";2007;"WA";70;3;12;42328000;18000
"13571";"wind";2007;"WI";426;0;1;38947000;10306000
"13572";"wind";2007;"WV";195;0;1;874500;0
"13573";"wind";2007;"WY";124;0;5;542600;4000
"13574";"wind";2008;"AK";62;0;0;152250;0
"13575";"wind";2008;"AL";634;2;17;8689550;2000
"13576";"wind";2008;"AR";477;2;7;15141600;1e+05
"13577";"wind";2008;"AZ";132;0;6;35449500;0
"13578";"wind";2008;"CA";326;0;4;9618870;46000
"13579";"wind";2008;"CO";122;0;11;815250;5000
"13580";"wind";2008;"CT";134;0;2;567700;0
"13581";"wind";2008;"DC";18;0;10;78000;0
"13582";"wind";2008;"DE";35;0;0;683500;0
"13583";"wind";2008;"FL";407;0;4;14420750;0
"13584";"wind";2008;"GA";716;2;10;33367750;269000
"13585";"wind";2008;"HI";2;0;0;0;0
"13586";"wind";2008;"IA";855;2;6;13491400;1331000
"13587";"wind";2008;"ID";47;0;3;1114000;0
"13588";"wind";2008;"IL";921;2;22;27000650;13244000
"13589";"wind";2008;"IN";673;8;14;29848190;3025000
"13590";"wind";2008;"KS";895;0;11;8446000;2110000
"13591";"wind";2008;"KY";809;1;33;99290750;16455000
"13592";"wind";2008;"LA";355;1;1;7240250;350000
"13593";"wind";2008;"MA";313;1;9;2417000;1250000
"13594";"wind";2008;"MD";369;0;2;3596200;0
"13595";"wind";2008;"ME";134;0;0;0;0
"13596";"wind";2008;"MI";466;2;4;11184950;0
"13597";"wind";2008;"MN";364;0;2;2696500;2726000
"13598";"wind";2008;"MO";653;0;23;25375850;10009000
"13599";"wind";2008;"MS";791;0;4;25188450;8848000
"13600";"wind";2008;"MT";378;2;1;253900;0
"13601";"wind";2008;"NC";768;2;7;4121900;2000
"13602";"wind";2008;"ND";171;0;0;2407000;3870000
"13603";"wind";2008;"NE";315;0;6;54935200;3455000
"13604";"wind";2008;"NH";67;0;0;254000;0
"13605";"wind";2008;"NJ";204;6;11;2192650;0
"13606";"wind";2008;"NM";160;0;0;969000;32000
"13607";"wind";2008;"NV";165;0;2;1084800;1e+05
"13608";"wind";2008;"NY";582;3;5;14509750;4e+05
"13609";"wind";2008;"OH";618;4;5;594956000;4810000
"13610";"wind";2008;"OK";649;0;8;758082350;0
"13611";"wind";2008;"OR";104;1;0;3108050;1e+05
"13612";"wind";2008;"PA";405;3;7;23438250;0
"13613";"wind";2008;"PR";4;0;0;56000;0
"13614";"wind";2008;"RI";25;0;0;83500;0
"13615";"wind";2008;"SC";639;2;6;3437380;50000
"13616";"wind";2008;"SD";383;0;13;880500;20000
"13617";"wind";2008;"TN";569;2;17;4228000;1000
"13618";"wind";2008;"TX";1047;1;26;89393900;1105000
"13619";"wind";2008;"UT";70;0;0;100200;0
"13620";"wind";2008;"VA";872;2;6;3737900;1000
"13621";"wind";2008;"VT";87;0;0;1517000;0
"13622";"wind";2008;"WA";74;2;0;8991000;2000
"13623";"wind";2008;"WI";342;0;9;2703950;73000
"13624";"wind";2008;"WV";254;0;1;3037500;0
"13625";"wind";2008;"WY";189;0;0;218000;0
"13626";"wind";2009;"AK";76;0;0;1473000;0
"13627";"wind";2009;"AL";833;1;16;9716750;0
"13628";"wind";2009;"AR";638;0;13;26602900;0
"13629";"wind";2009;"AS";3;0;0;0;0
"13630";"wind";2009;"AZ";154;0;12;4282500;0
"13631";"wind";2009;"CA";266;2;2;6367600;0
"13632";"wind";2009;"CO";174;2;7;892650;61000
"13633";"wind";2009;"CT";121;1;4;1534500;0
"13634";"wind";2009;"DC";3;0;0;0;0
"13635";"wind";2009;"DE";52;0;0;1307250;2e+05
"13636";"wind";2009;"FL";342;4;9;4795900;3000
"13637";"wind";2009;"GA";575;0;5;11160500;5000
"13638";"wind";2009;"GU";2;0;0;0;0
"13639";"wind";2009;"HI";8;1;0;5000;0
"13640";"wind";2009;"IA";553;0;6;12766100;12213000
"13641";"wind";2009;"ID";50;0;0;405500;0
"13642";"wind";2009;"IL";582;1;14;301026850;370000
"13643";"wind";2009;"IN";366;0;2;9228550;2000
"13644";"wind";2009;"KS";820;1;6;48563450;2380000
"13645";"wind";2009;"KY";658;1;7;5878900;40000
"13646";"wind";2009;"LA";340;3;6;716226500;210000
"13647";"wind";2009;"MA";104;0;3;926000;0
"13648";"wind";2009;"MD";180;0;2;715700;0
"13649";"wind";2009;"ME";75;0;0;0;0
"13650";"wind";2009;"MI";164;1;0;4381000;0
"13651";"wind";2009;"MN";88;2;1;224400;25000
"13652";"wind";2009;"MO";522;2;8;144388100;0
"13653";"wind";2009;"MS";561;2;6;13097200;2303000
"13654";"wind";2009;"MT";225;0;0;447000;4e+06
"13655";"wind";2009;"NC";682;1;2;7616000;27000
"13656";"wind";2009;"ND";96;0;0;680000;75000
"13657";"wind";2009;"NE";295;0;1;1999000;5450000
"13658";"wind";2009;"NH";36;1;0;147000;0
"13659";"wind";2009;"NJ";157;0;12;3460750;0
"13660";"wind";2009;"NM";188;0;2;7853000;0
"13661";"wind";2009;"NV";98;0;2;308100;0
"13662";"wind";2009;"NY";400;0;8;105529250;17000
"13663";"wind";2009;"OH";304;1;8;10327500;6000
"13664";"wind";2009;"OK";604;0;2;6164000;0
"13665";"wind";2009;"OR";114;0;2;266800;0
"13666";"wind";2009;"PA";321;0;2;12284000;0
"13667";"wind";2009;"PR";6;0;0;36000;5000
"13668";"wind";2009;"RI";4;0;0;16500;0
"13669";"wind";2009;"SC";478;1;4;3480200;23000
"13670";"wind";2009;"SD";296;0;5;1398500;205000
"13671";"wind";2009;"TN";751;1;11;8632700;8000
"13672";"wind";2009;"TX";1457;1;35;42183350;3510000
"13673";"wind";2009;"UT";81;0;0;272000;1000
"13674";"wind";2009;"VA";532;0;2;5440900;0
"13675";"wind";2009;"VI";1;0;0;25000;0
"13676";"wind";2009;"VT";34;0;0;294000;0
"13677";"wind";2009;"WA";84;2;2;281000;0
"13678";"wind";2009;"WI";121;1;1;2883300;1315000
"13679";"wind";2009;"WV";197;1;3;2649250;0
"13680";"wind";2009;"WY";173;0;1;321500;0
"13681";"wind";2010;"AK";66;0;0;654500;0
"13682";"wind";2010;"AL";466;0;2;3982600;0
"13683";"wind";2010;"AR";282;1;1;7083350;0
"13684";"wind";2010;"AZ";163;0;2;17136700;0
"13685";"wind";2010;"CA";233;3;6;7243600;0
"13686";"wind";2010;"CO";163;0;0;4494000;60000
"13687";"wind";2010;"CT";160;2;30;7527100;0
"13688";"wind";2010;"DC";18;0;0;90000;0
"13689";"wind";2010;"DE";37;0;0;129250;0
"13690";"wind";2010;"FL";257;0;18;1643850;4000
"13691";"wind";2010;"GA";500;0;3;6263850;17000
"13692";"wind";2010;"HI";2;0;4;0;0
"13693";"wind";2010;"IA";643;0;8;15747700;1465000
"13694";"wind";2010;"ID";114;1;72;1032000;21000
"13695";"wind";2010;"IL";822;1;23;18319300;210000
"13696";"wind";2010;"IN";557;3;7;3042850;4000
"13697";"wind";2010;"KS";740;0;26;6692920;0
"13698";"wind";2010;"KY";516;1;3;2908500;19000
"13699";"wind";2010;"LA";208;0;0;6539000;50000
"13700";"wind";2010;"MA";277;0;13;5156750;0
"13701";"wind";2010;"MD";328;0;2;1465040;0
"13702";"wind";2010;"ME";182;0;8;50000;0
"13703";"wind";2010;"MI";371;0;3;4361000;180000
"13704";"wind";2010;"MN";431;0;1;5095900;1025000
"13705";"wind";2010;"MO";586;0;7;1998200;0
"13706";"wind";2010;"MS";504;0;0;6024900;106000
"13707";"wind";2010;"MT";350;1;1;743300;1751000
"13708";"wind";2010;"NC";903;1;8;2497500;12000
"13709";"wind";2010;"ND";299;0;1;9516000;4250000
"13710";"wind";2010;"NE";526;1;4;2886700;185000
"13711";"wind";2010;"NH";93;1;3;4543000;0
"13712";"wind";2010;"NJ";185;2;7;9787750;0
"13713";"wind";2010;"NM";203;0;4;923200;0
"13714";"wind";2010;"NV";121;0;5;2300500;0
"13715";"wind";2010;"NY";529;2;10;8688400;150000
"13716";"wind";2010;"OH";659;3;13;17872000;16000
"13717";"wind";2010;"OK";315;0;0;3444200;0
"13718";"wind";2010;"OR";112;2;0;441000;0
"13719";"wind";2010;"PA";510;3;7;9282330;20000
"13720";"wind";2010;"PR";14;0;7;679000;0
"13721";"wind";2010;"RI";16;0;0;282000;0
"13722";"wind";2010;"SC";648;0;1;2883350;8000
"13723";"wind";2010;"SD";577;0;4;5508000;5e+05
"13724";"wind";2010;"TN";556;0;2;7237500;27000
"13725";"wind";2010;"TX";721;0;18;11705500;1020000
"13726";"wind";2010;"UT";94;0;1;884500;0
"13727";"wind";2010;"VA";1101;0;13;6347100;7000
"13728";"wind";2010;"VI";1;0;0;30000;0
"13729";"wind";2010;"VT";89;0;0;2294000;210000
"13730";"wind";2010;"WA";118;1;1;1952000;0
"13731";"wind";2010;"WI";458;0;18;3096300;78000
"13732";"wind";2010;"WV";210;1;1;3147900;0
"13733";"wind";2010;"WY";360;0;0;1364600;17000
"13734";"wind";2011;"AK";85;0;0;798500;0
"13735";"wind";2011;"AL";1197;3;27;7640350;0
"13736";"wind";2011;"AR";647;8;16;15673500;0
"13737";"wind";2011;"AZ";154;0;4;18383500;0
"13738";"wind";2011;"CA";190;1;10;4997800;0
"13739";"wind";2011;"CO";215;0;7;4774500;18005000
"13740";"wind";2011;"CT";88;1;2;698250;0
"13741";"wind";2011;"DC";6;0;0;12000;0
"13742";"wind";2011;"DE";66;0;0;1034420;1000
"13743";"wind";2011;"FL";593;1;4;4060950;0
"13744";"wind";2011;"GA";959;8;37;42834450;104000
"13745";"wind";2011;"GU";1;0;1;10000;0
"13746";"wind";2011;"HI";4;0;6;350000;0
"13747";"wind";2011;"IA";609;1;8;16962910;54643000
"13748";"wind";2011;"ID";45;1;0;718000;3000
"13749";"wind";2011;"IL";903;1;20;21755000;333000
"13750";"wind";2011;"IN";659;10;53;6609450;11000
"13751";"wind";2011;"KS";1092;0;13;4314800;1953000
"13752";"wind";2011;"KY";950;0;4;10298750;96000
"13753";"wind";2011;"LA";398;0;2;7104300;550000
"13754";"wind";2011;"MA";199;0;2;3775000;0
"13755";"wind";2011;"MD";300;0;2;1290900;0
"13756";"wind";2011;"ME";209;0;4;0;0
"13757";"wind";2011;"MI";499;3;17;40286500;13000
"13758";"wind";2011;"MN";406;0;8;13261000;7130000
"13759";"wind";2011;"MO";735;1;12;6516250;105000
"13760";"wind";2011;"MS";715;4;5;20386600;691000
"13761";"wind";2011;"MT";396;0;2;762000;425000
"13762";"wind";2011;"NC";1214;5;4;8443800;58007000
"13763";"wind";2011;"ND";445;0;6;12279400;5805000
"13764";"wind";2011;"NE";507;0;2;9914700;46135000
"13765";"wind";2011;"NH";84;0;0;253000;0
"13766";"wind";2011;"NJ";258;1;4;1643900;0
"13767";"wind";2011;"NM";184;1;0;247000;0
"13768";"wind";2011;"NV";85;0;5;1798900;0
"13769";"wind";2011;"NY";603;0;29;6692500;1e+05
"13770";"wind";2011;"OH";848;1;7;13946000;11000
"13771";"wind";2011;"OK";636;1;11;3305100;0
"13772";"wind";2011;"OR";107;0;0;14000;0
"13773";"wind";2011;"PA";662;2;12;7071500;5000
"13774";"wind";2011;"PR";12;0;0;636510;0
"13775";"wind";2011;"RI";13;0;0;704000;0
"13776";"wind";2011;"SC";1094;0;22;6391750;16000
"13777";"wind";2011;"SD";522;0;1;2242500;0
"13778";"wind";2011;"TN";942;5;12;32532900;93000
"13779";"wind";2011;"TX";1023;1;13;46141400;259000
"13780";"wind";2011;"UT";115;0;0;226000;0
"13781";"wind";2011;"VA";1113;4;10;8085900;5000
"13782";"wind";2011;"VI";4;0;0;7300;0
"13783";"wind";2011;"VT";138;0;0;2136000;260000
"13784";"wind";2011;"WA";81;2;0;490500;0
"13785";"wind";2011;"WI";491;1;11;16390100;4420000
"13786";"wind";2011;"WV";324;0;0;3000200;0
"13787";"wind";2011;"WY";400;1;2;483000;5000
"13788";"winter";1993;"AK";1;0;0;0;0
"13789";"winter";1993;"AL";1;4;0;5e+09;0
"13790";"winter";1993;"CA";9;4;11;66750000;1e+07
"13791";"winter";1993;"DC";3;0;0;0;0
"13792";"winter";1993;"DE";2;0;0;50000;0
"13793";"winter";1993;"KY";2;0;0;0;0
"13794";"winter";1993;"MD";6;0;0;1e+05;0
"13795";"winter";1993;"MT";1;0;0;5e+05;0
"13796";"winter";1993;"NC";2;2;10;5e+07;0
"13797";"winter";1993;"NM";2;0;0;0;0
"13798";"winter";1993;"SC";1;0;0;0;0
"13799";"winter";1993;"TN";1;1;2;5e+05;5e+06
"13800";"winter";1993;"VA";50;0;0;10500000;0
"13801";"winter";1993;"WV";1;0;0;0;0
"13802";"winter";1993;"WY";1;0;0;0;0
"13803";"winter";1994;"AR";3;0;0;10500000;0
"13804";"winter";1994;"CA";10;0;0;1e+06;0
"13805";"winter";1994;"IL";2;0;0;1;0
"13806";"winter";1994;"MO";2;0;0;5500000;0
