"EVTYPE";"BGN_DATE";"STATE";"nobs";"qFA";"qIN";"qPR";"qCR"
"2217";"HAIL";1963;"NH";3;0;0;0;0
"2218";"HAIL";1963;"NM";11;0;0;0;0
"2219";"HAIL";1963;"NY";3;0;0;0;0
"2220";"HAIL";1963;"OH";11;0;0;0;0
"2221";"HAIL";1963;"OK";94;0;0;0;0
"2222";"HAIL";1963;"OR";4;0;0;0;0
"2223";"HAIL";1963;"PA";7;0;0;0;0
"2224";"HAIL";1963;"SC";8;0;0;0;0
"2225";"HAIL";1963;"SD";26;0;0;0;0
"2226";"HAIL";1963;"TN";12;0;0;0;0
"2227";"HAIL";1963;"TX";78;0;0;0;0
"2228";"HAIL";1963;"UT";6;0;0;0;0
"2229";"HAIL";1963;"VA";4;0;0;0;0
"2230";"HAIL";1963;"WA";2;0;0;0;0
"2231";"HAIL";1963;"WI";22;0;0;0;0
"2232";"HAIL";1963;"WV";1;0;0;0;0
"2233";"HAIL";1964;"AL";6;0;0;0;0
"2234";"HAIL";1964;"AR";11;0;0;0;0
"2235";"HAIL";1964;"AZ";3;0;0;0;0
"2236";"HAIL";1964;"CA";2;0;0;0;0
"2237";"HAIL";1964;"CO";7;0;0;0;0
"2238";"HAIL";1964;"CT";2;0;0;0;0
"2239";"HAIL";1964;"FL";13;0;0;0;0
"2240";"HAIL";1964;"GA";7;0;0;0;0
"2241";"HAIL";1964;"IA";24;0;0;0;0
"2242";"HAIL";1964;"ID";4;0;0;0;0
"2243";"HAIL";1964;"IL";22;0;0;0;0
"2244";"HAIL";1964;"IN";11;0;0;0;0
"2245";"HAIL";1964;"KS";90;0;0;0;0
"2246";"HAIL";1964;"KY";8;0;0;0;0
"2247";"HAIL";1964;"LA";11;0;0;0;0
"2248";"HAIL";1964;"MA";4;0;0;0;0
"2249";"HAIL";1964;"ME";3;0;0;0;0
"2250";"HAIL";1964;"MI";5;0;0;0;0
"2251";"HAIL";1964;"MN";21;0;0;0;0
"2252";"HAIL";1964;"MO";42;0;0;0;0
"2253";"HAIL";1964;"MS";7;0;0;0;0
"2254";"HAIL";1964;"MT";12;0;0;0;0
"2255";"HAIL";1964;"NC";1;0;0;0;0
"2256";"HAIL";1964;"ND";17;0;0;0;0
"2257";"HAIL";1964;"NE";55;0;0;0;0
"2258";"HAIL";1964;"NH";2;0;0;0;0
"2259";"HAIL";1964;"NJ";1;0;0;0;0
"2260";"HAIL";1964;"NM";6;0;0;0;0
"2261";"HAIL";1964;"NY";1;0;0;0;0
"2262";"HAIL";1964;"OH";5;0;0;0;0
"2263";"HAIL";1964;"OK";105;0;0;0;0
"2264";"HAIL";1964;"OR";1;0;0;0;0
"2265";"HAIL";1964;"PA";3;0;0;0;0
"2266";"HAIL";1964;"RI";1;0;0;0;0
"2267";"HAIL";1964;"SC";7;0;0;0;0
"2268";"HAIL";1964;"SD";19;0;0;0;0
"2269";"HAIL";1964;"TN";12;0;0;0;0
"2270";"HAIL";1964;"TX";75;0;0;0;0
"2271";"HAIL";1964;"UT";1;0;0;0;0
"2272";"HAIL";1964;"VA";2;0;0;0;0
"2273";"HAIL";1964;"VT";4;0;0;0;0
"2274";"HAIL";1964;"WI";40;0;0;0;0
"2275";"HAIL";1964;"WV";2;0;0;0;0
"2276";"HAIL";1964;"WY";4;0;0;0;0
"2277";"HAIL";1965;"AL";14;0;0;0;0
"2278";"HAIL";1965;"AR";17;0;0;0;0
"2279";"HAIL";1965;"AZ";2;0;0;0;0
"2280";"HAIL";1965;"CA";1;0;0;0;0
"2281";"HAIL";1965;"CO";32;0;0;0;0
"2282";"HAIL";1965;"CT";2;0;0;0;0
"2283";"HAIL";1965;"FL";6;0;0;0;0
"2284";"HAIL";1965;"GA";5;0;0;0;0
"2285";"HAIL";1965;"IA";40;0;0;0;0
"2286";"HAIL";1965;"ID";4;0;0;0;0
"2287";"HAIL";1965;"IL";18;0;0;0;0
"2288";"HAIL";1965;"IN";20;0;0;0;0
"2289";"HAIL";1965;"KS";73;0;0;0;0
"2290";"HAIL";1965;"KY";9;0;0;0;0
"2291";"HAIL";1965;"LA";20;0;0;0;0
"2292";"HAIL";1965;"MA";4;0;0;0;0
"2293";"HAIL";1965;"MD";5;0;0;0;0
"2294";"HAIL";1965;"ME";3;0;0;0;0
"2295";"HAIL";1965;"MI";14;0;0;0;0
"2296";"HAIL";1965;"MN";39;0;0;0;0
"2297";"HAIL";1965;"MO";39;0;0;0;0
"2298";"HAIL";1965;"MS";17;0;0;0;0
"2299";"HAIL";1965;"MT";26;0;0;0;0
"2300";"HAIL";1965;"NC";4;0;0;0;0
"2301";"HAIL";1965;"ND";16;0;0;0;0
"2302";"HAIL";1965;"NE";57;0;0;0;0
"2303";"HAIL";1965;"NH";1;0;0;0;0
"2304";"HAIL";1965;"NM";19;0;0;0;0
"2305";"HAIL";1965;"NV";1;0;0;0;0
"2306";"HAIL";1965;"NY";9;0;0;0;0
"2307";"HAIL";1965;"OH";10;0;0;0;0
"2308";"HAIL";1965;"OK";72;0;0;0;0
"2309";"HAIL";1965;"PA";3;0;0;0;0
"2310";"HAIL";1965;"RI";1;0;0;0;0
"2311";"HAIL";1965;"SC";8;0;0;0;0
"2312";"HAIL";1965;"SD";23;0;0;0;0
"2313";"HAIL";1965;"TN";9;0;0;0;0
"2314";"HAIL";1965;"TX";123;0;0;0;0
"2315";"HAIL";1965;"UT";1;0;0;0;0
"2316";"HAIL";1965;"VA";6;0;0;0;0
"2317";"HAIL";1965;"VT";2;0;0;0;0
"2318";"HAIL";1965;"WI";17;0;0;0;0
"2319";"HAIL";1965;"WV";3;0;0;0;0
"2320";"HAIL";1965;"WY";10;0;0;0;0
"2321";"HAIL";1966;"AL";1;0;0;0;0
"2322";"HAIL";1966;"AR";23;0;0;0;0
"2323";"HAIL";1966;"AZ";3;0;0;0;0
"2324";"HAIL";1966;"CA";1;0;0;0;0
"2325";"HAIL";1966;"CO";13;0;0;0;0
"2326";"HAIL";1966;"CT";2;0;0;0;0
"2327";"HAIL";1966;"FL";9;0;0;0;0
"2328";"HAIL";1966;"GA";1;0;0;0;0
"2329";"HAIL";1966;"IA";13;0;0;0;0
"2330";"HAIL";1966;"ID";7;0;0;0;0
"2331";"HAIL";1966;"IL";17;0;0;0;0
"2332";"HAIL";1966;"IN";5;0;0;0;0
"2333";"HAIL";1966;"KS";90;0;0;0;0
"2334";"HAIL";1966;"KY";7;0;0;0;0
"2335";"HAIL";1966;"LA";9;0;0;0;0
"2336";"HAIL";1966;"MA";7;0;0;0;0
"2337";"HAIL";1966;"MD";2;0;0;0;0
"2338";"HAIL";1966;"ME";2;0;0;0;0
"2339";"HAIL";1966;"MI";11;0;0;0;0
"2340";"HAIL";1966;"MN";17;0;0;0;0
"2341";"HAIL";1966;"MO";71;0;0;0;0
"2342";"HAIL";1966;"MS";11;0;0;0;0
"2343";"HAIL";1966;"MT";31;0;0;0;0
"2344";"HAIL";1966;"NC";9;0;0;0;0
"2345";"HAIL";1966;"ND";15;0;0;0;0
"2346";"HAIL";1966;"NE";27;0;0;0;0
"2347";"HAIL";1966;"NH";1;0;0;0;0
"2348";"HAIL";1966;"NJ";2;0;0;0;0
"2349";"HAIL";1966;"NM";12;0;0;0;0
"2350";"HAIL";1966;"NY";6;0;0;0;0
"2351";"HAIL";1966;"OH";19;0;0;0;0
"2352";"HAIL";1966;"OK";117;0;0;0;0
"2353";"HAIL";1966;"PA";3;0;0;0;0
"2354";"HAIL";1966;"SC";4;0;0;0;0
"2355";"HAIL";1966;"SD";29;0;0;0;0
"2356";"HAIL";1966;"TN";9;0;0;0;0
"2357";"HAIL";1966;"TX";110;0;0;0;0
"2358";"HAIL";1966;"VA";2;0;0;0;0
"2359";"HAIL";1966;"VT";3;0;0;0;0
"2360";"HAIL";1966;"WI";7;0;0;0;0
"2361";"HAIL";1966;"WV";1;0;0;0;0
"2362";"HAIL";1966;"WY";3;0;0;0;0
"2363";"HAIL";1967;"AL";20;0;0;0;0
"2364";"HAIL";1967;"AR";32;0;0;0;0
"2365";"HAIL";1967;"AZ";2;0;0;0;0
"2366";"HAIL";1967;"CA";2;0;0;0;0
"2367";"HAIL";1967;"CO";30;0;0;0;0
"2368";"HAIL";1967;"FL";13;0;0;0;0
"2369";"HAIL";1967;"GA";8;0;0;0;0
"2370";"HAIL";1967;"IA";30;0;0;0;0
"2371";"HAIL";1967;"ID";12;0;0;0;0
"2372";"HAIL";1967;"IL";24;0;0;0;0
"2373";"HAIL";1967;"IN";17;0;0;0;0
"2374";"HAIL";1967;"KS";63;0;0;0;0
"2375";"HAIL";1967;"KY";9;0;0;0;0
"2376";"HAIL";1967;"LA";4;0;0;0;0
"2377";"HAIL";1967;"MA";1;0;0;0;0
"2378";"HAIL";1967;"MD";2;0;0;0;0
"2379";"HAIL";1967;"ME";1;0;0;0;0
"2380";"HAIL";1967;"MI";6;0;0;0;0
"2381";"HAIL";1967;"MN";26;0;0;0;0
"2382";"HAIL";1967;"MO";49;0;0;0;0
"2383";"HAIL";1967;"MS";11;0;0;0;0
"2384";"HAIL";1967;"MT";11;0;0;0;0
"2385";"HAIL";1967;"NC";11;0;0;0;0
"2386";"HAIL";1967;"ND";11;0;0;0;0
"2387";"HAIL";1967;"NE";50;0;0;0;0
"2388";"HAIL";1967;"NH";1;0;0;0;0
"2389";"HAIL";1967;"NJ";1;0;0;0;0
"2390";"HAIL";1967;"NM";13;0;0;0;0
"2391";"HAIL";1967;"NV";1;0;0;0;0
"2392";"HAIL";1967;"NY";4;0;0;0;0
"2393";"HAIL";1967;"OH";14;0;0;0;0
"2394";"HAIL";1967;"OK";93;0;0;0;0
"2395";"HAIL";1967;"PA";7;0;0;0;0
"2396";"HAIL";1967;"SC";6;0;0;0;0
"2397";"HAIL";1967;"SD";25;0;0;0;0
"2398";"HAIL";1967;"TN";17;0;0;0;0
"2399";"HAIL";1967;"TX";98;0;0;0;0
"2400";"HAIL";1967;"UT";1;0;0;0;0
"2401";"HAIL";1967;"VA";11;0;0;0;0
"2402";"HAIL";1967;"WI";13;0;0;0;0
"2403";"HAIL";1967;"WV";9;0;0;0;0
"2404";"HAIL";1967;"WY";5;0;0;0;0
"2405";"HAIL";1968;"AL";17;0;0;0;0
"2406";"HAIL";1968;"AR";30;0;0;0;0
"2407";"HAIL";1968;"AZ";2;0;0;0;0
"2408";"HAIL";1968;"CO";18;0;0;0;0
"2409";"HAIL";1968;"DE";4;0;0;0;0
"2410";"HAIL";1968;"FL";23;0;0;0;0
"2411";"HAIL";1968;"GA";17;0;0;0;0
"2412";"HAIL";1968;"IA";33;0;0;0;0
"2413";"HAIL";1968;"ID";2;0;0;0;0
"2414";"HAIL";1968;"IL";15;0;0;0;0
"2415";"HAIL";1968;"IN";12;0;0;0;0
"2416";"HAIL";1968;"KS";103;0;0;0;0
"2417";"HAIL";1968;"KY";30;0;0;0;0
"2418";"HAIL";1968;"LA";15;0;0;0;0
"2419";"HAIL";1968;"MA";4;0;0;0;0
"2420";"HAIL";1968;"MD";8;0;0;0;0
"2421";"HAIL";1968;"ME";3;0;0;0;0
"2422";"HAIL";1968;"MI";19;0;0;0;0
"2423";"HAIL";1968;"MN";52;0;0;0;0
"2424";"HAIL";1968;"MO";43;0;0;0;0
"2425";"HAIL";1968;"MS";26;0;0;0;0
"2426";"HAIL";1968;"MT";16;0;0;0;0
"2427";"HAIL";1968;"NC";2;0;0;0;0
"2428";"HAIL";1968;"ND";10;0;0;0;0
"2429";"HAIL";1968;"NE";64;0;0;0;0
"2430";"HAIL";1968;"NH";3;0;0;0;0
"2431";"HAIL";1968;"NJ";1;0;0;0;0
"2432";"HAIL";1968;"NM";13;0;0;0;0
"2433";"HAIL";1968;"NY";5;0;0;0;0
"2434";"HAIL";1968;"OH";13;0;0;0;0
"2435";"HAIL";1968;"OK";168;0;0;0;0
"2436";"HAIL";1968;"OR";1;0;0;0;0
"2437";"HAIL";1968;"PA";2;0;0;0;0
"2438";"HAIL";1968;"SC";5;0;0;0;0
"2439";"HAIL";1968;"SD";31;0;0;0;0
"2440";"HAIL";1968;"TN";13;0;0;0;0
"2441";"HAIL";1968;"TX";202;0;0;0;0
"2442";"HAIL";1968;"UT";1;0;0;0;0
"2443";"HAIL";1968;"VA";13;0;0;0;0
"2444";"HAIL";1968;"VT";3;0;0;0;0
"2445";"HAIL";1968;"WA";1;0;0;0;0
"2446";"HAIL";1968;"WI";17;0;0;0;0
"2447";"HAIL";1968;"WV";3;0;0;0;0
"2448";"HAIL";1968;"WY";5;0;0;0;0
"2449";"HAIL";1969;"AL";7;0;0;0;0
"2450";"HAIL";1969;"AR";20;0;0;0;0
"2451";"HAIL";1969;"CO";17;0;0;0;0
"2452";"HAIL";1969;"CT";3;0;0;0;0
"2453";"HAIL";1969;"DE";2;0;0;0;0
"2454";"HAIL";1969;"FL";18;0;0;0;0
"2455";"HAIL";1969;"GA";10;0;0;0;0
"2456";"HAIL";1969;"IA";32;0;0;0;0
"2457";"HAIL";1969;"ID";6;0;0;0;0
"2458";"HAIL";1969;"IL";12;0;0;0;0
"2459";"HAIL";1969;"IN";3;0;0;0;0
"2460";"HAIL";1969;"KS";77;0;0;0;0
"2461";"HAIL";1969;"KY";9;0;0;0;0
"2462";"HAIL";1969;"LA";7;0;0;0;0
"2463";"HAIL";1969;"MA";3;0;0;0;0
"2464";"HAIL";1969;"MD";5;0;0;0;0
"2465";"HAIL";1969;"ME";1;0;0;0;0
"2466";"HAIL";1969;"MI";14;0;0;0;0
"2467";"HAIL";1969;"MN";5;0;0;0;0
"2468";"HAIL";1969;"MO";58;0;0;0;0
"2469";"HAIL";1969;"MS";17;0;0;0;0
"2470";"HAIL";1969;"MT";14;0;0;0;0
"2471";"HAIL";1969;"NC";5;0;0;0;0
"2472";"HAIL";1969;"ND";10;0;0;0;0
"2473";"HAIL";1969;"NE";29;0;0;0;0
"2474";"HAIL";1969;"NH";1;0;0;0;0
"2475";"HAIL";1969;"NJ";1;0;0;0;0
"2476";"HAIL";1969;"NM";28;0;0;0;0
"2477";"HAIL";1969;"NV";1;0;0;0;0
"2478";"HAIL";1969;"NY";8;0;0;0;0
"2479";"HAIL";1969;"OH";10;0;0;0;0
"2480";"HAIL";1969;"OK";71;0;0;0;0
"2481";"HAIL";1969;"OR";3;0;0;0;0
"2482";"HAIL";1969;"PA";12;0;0;0;0
"2483";"HAIL";1969;"RI";1;0;0;0;0
"2484";"HAIL";1969;"SC";2;0;0;0;0
"2485";"HAIL";1969;"SD";31;0;0;0;0
"2486";"HAIL";1969;"TN";10;0;0;0;0
"2487";"HAIL";1969;"TX";169;0;0;0;0
"2488";"HAIL";1969;"UT";2;0;0;0;0
"2489";"HAIL";1969;"VA";5;0;0;0;0
"2490";"HAIL";1969;"VT";2;0;0;0;0
"2491";"HAIL";1969;"WA";1;0;0;0;0
"2492";"HAIL";1969;"WI";11;0;0;0;0
"2493";"HAIL";1969;"WV";9;0;0;0;0
"2494";"HAIL";1969;"WY";4;0;0;0;0
"2495";"HAIL";1970;"AL";14;0;0;0;0
"2496";"HAIL";1970;"AR";11;0;0;0;0
"2497";"HAIL";1970;"AZ";3;0;0;0;0
"2498";"HAIL";1970;"CO";9;0;0;0;0
"2499";"HAIL";1970;"DE";1;0;0;0;0
"2500";"HAIL";1970;"FL";7;0;0;0;0
"2501";"HAIL";1970;"GA";13;0;0;0;0
"2502";"HAIL";1970;"IA";27;0;0;0;0
"2503";"HAIL";1970;"ID";10;0;0;0;0
"2504";"HAIL";1970;"IL";17;0;0;0;0
"2505";"HAIL";1970;"IN";14;0;0;0;0
"2506";"HAIL";1970;"KS";73;0;0;0;0
"2507";"HAIL";1970;"KY";3;0;0;0;0
"2508";"HAIL";1970;"LA";5;0;0;0;0
"2509";"HAIL";1970;"MA";2;0;0;0;0
"2510";"HAIL";1970;"MD";7;0;0;0;0
"2511";"HAIL";1970;"ME";3;0;0;0;0
"2512";"HAIL";1970;"MI";16;0;0;0;0
"2513";"HAIL";1970;"MN";19;0;0;0;0
"2514";"HAIL";1970;"MO";71;0;0;0;0
"2515";"HAIL";1970;"MS";16;0;0;0;0
"2516";"HAIL";1970;"MT";13;0;0;0;0
"2517";"HAIL";1970;"NC";13;0;0;0;0
"2518";"HAIL";1970;"ND";12;0;0;0;0
"2519";"HAIL";1970;"NE";51;0;0;0;0
"2520";"HAIL";1970;"NH";3;0;0;0;0
"2521";"HAIL";1970;"NJ";1;0;0;0;0
"2522";"HAIL";1970;"NM";13;0;0;0;0
"2523";"HAIL";1970;"NV";3;0;0;0;0
"2524";"HAIL";1970;"NY";12;0;0;0;0
"2525";"HAIL";1970;"OH";20;0;0;0;0
"2526";"HAIL";1970;"OK";51;0;0;0;0
"2527";"HAIL";1970;"OR";1;0;0;0;0
"2528";"HAIL";1970;"PA";14;0;0;0;0
"2529";"HAIL";1970;"SC";7;0;0;0;0
"2530";"HAIL";1970;"SD";35;0;0;0;0
"2531";"HAIL";1970;"TN";14;0;0;0;0
"2532";"HAIL";1970;"TX";88;0;0;0;0
"2533";"HAIL";1970;"UT";2;0;0;0;0
"2534";"HAIL";1970;"VA";5;0;0;0;0
"2535";"HAIL";1970;"VT";4;0;0;0;0
"2536";"HAIL";1970;"WA";1;0;0;0;0
"2537";"HAIL";1970;"WI";11;0;0;0;0
"2538";"HAIL";1970;"WV";2;0;0;0;0
"2539";"HAIL";1970;"WY";4;0;0;0;0
"2540";"HAIL";1971;"AL";30;0;0;0;0
"2541";"HAIL";1971;"AR";16;0;0;0;0
"2542";"HAIL";1971;"AZ";4;0;0;0;0
"2543";"HAIL";1971;"CA";1;0;0;0;0
"2544";"HAIL";1971;"CO";34;0;0;0;0
"2545";"HAIL";1971;"CT";1;0;0;0;0
"2546";"HAIL";1971;"DE";1;0;0;0;0
"2547";"HAIL";1971;"FL";32;0;0;0;0
"2548";"HAIL";1971;"GA";29;0;0;0;0
"2549";"HAIL";1971;"IA";43;0;0;0;0
"2550";"HAIL";1971;"IL";26;0;0;0;0
"2551";"HAIL";1971;"IN";26;0;0;0;0
"2552";"HAIL";1971;"KS";105;0;0;0;0
"2553";"HAIL";1971;"KY";21;0;0;0;0
"2554";"HAIL";1971;"LA";7;0;0;0;0
"2555";"HAIL";1971;"MA";2;0;0;0;0
"2556";"HAIL";1971;"MD";8;0;0;0;0
"2557";"HAIL";1971;"ME";1;0;0;0;0
"2558";"HAIL";1971;"MI";15;0;0;0;0
"2559";"HAIL";1971;"MN";29;0;0;0;0
"2560";"HAIL";1971;"MO";53;0;0;0;0
"2561";"HAIL";1971;"MS";22;0;0;0;0
"2562";"HAIL";1971;"MT";14;0;0;0;0
"2563";"HAIL";1971;"NC";5;0;0;0;0
"2564";"HAIL";1971;"ND";16;0;0;0;0
"2565";"HAIL";1971;"NE";52;0;0;0;0
"2566";"HAIL";1971;"NM";17;0;0;0;0
"2567";"HAIL";1971;"NY";8;0;0;0;0
"2568";"HAIL";1971;"OH";13;0;0;0;0
"2569";"HAIL";1971;"OK";72;0;0;0;0
"2570";"HAIL";1971;"OR";3;0;0;0;0
"2571";"HAIL";1971;"PA";9;0;0;0;0
"2572";"HAIL";1971;"SC";9;0;0;0;0
"2573";"HAIL";1971;"SD";19;0;0;0;0
"2574";"HAIL";1971;"TN";18;0;0;0;0
"2575";"HAIL";1971;"TX";165;0;0;0;0
"2576";"HAIL";1971;"UT";3;0;0;0;0
"2577";"HAIL";1971;"VA";7;0;0;0;0
"2578";"HAIL";1971;"VT";1;0;0;0;0
"2579";"HAIL";1971;"WA";1;0;0;0;0
"2580";"HAIL";1971;"WI";17;0;0;0;0
"2581";"HAIL";1971;"WV";3;0;0;0;0
"2582";"HAIL";1971;"WY";6;0;0;0;0
"2583";"HAIL";1972;"AL";13;0;0;0;0
"2584";"HAIL";1972;"AR";41;0;0;0;0
"2585";"HAIL";1972;"AZ";7;0;0;0;0
"2586";"HAIL";1972;"CA";2;0;0;0;0
"2587";"HAIL";1972;"CO";28;0;0;0;0
"2588";"HAIL";1972;"CT";1;0;0;0;0
"2589";"HAIL";1972;"FL";24;0;0;0;0
"2590";"HAIL";1972;"GA";8;0;0;0;0
"2591";"HAIL";1972;"IA";26;0;0;0;0
"2592";"HAIL";1972;"IL";33;0;0;0;0
"2593";"HAIL";1972;"IN";9;0;0;0;0
"2594";"HAIL";1972;"KS";69;0;0;0;0
"2595";"HAIL";1972;"KY";8;0;0;0;0
"2596";"HAIL";1972;"LA";19;0;0;0;0
"2597";"HAIL";1972;"MA";5;0;0;0;0
"2598";"HAIL";1972;"ME";1;0;0;0;0
"2599";"HAIL";1972;"MI";6;0;0;0;0
"2600";"HAIL";1972;"MN";17;0;0;0;0
"2601";"HAIL";1972;"MO";35;0;0;0;0
"2602";"HAIL";1972;"MS";21;0;0;0;0
"2603";"HAIL";1972;"MT";3;0;0;0;0
"2604";"HAIL";1972;"NC";3;0;0;0;0
"2605";"HAIL";1972;"ND";7;0;0;0;0
"2606";"HAIL";1972;"NE";36;0;0;0;0
"2607";"HAIL";1972;"NM";10;0;0;0;0
"2608";"HAIL";1972;"NY";9;0;0;0;0
"2609";"HAIL";1972;"OH";13;0;0;0;0
"2610";"HAIL";1972;"OK";26;0;0;0;0
"2611";"HAIL";1972;"PA";4;0;0;0;0
"2612";"HAIL";1972;"SC";1;0;0;0;0
"2613";"HAIL";1972;"SD";21;0;0;0;0
"2614";"HAIL";1972;"TN";10;0;0;0;0
"2615";"HAIL";1972;"TX";148;0;0;0;0
"2616";"HAIL";1972;"VA";3;0;0;0;0
"2617";"HAIL";1972;"VT";3;0;0;0;0
"2618";"HAIL";1972;"WA";1;0;0;0;0
"2619";"HAIL";1972;"WI";6;0;0;0;0
"2620";"HAIL";1972;"WV";1;0;0;0;0
"2621";"HAIL";1972;"WY";3;0;0;0;0
"2622";"HAIL";1973;"AL";32;0;0;0;0
"2623";"HAIL";1973;"AR";33;0;0;0;0
"2624";"HAIL";1973;"AZ";2;0;0;0;0
"2625";"HAIL";1973;"CO";55;0;0;0;0
"2626";"HAIL";1973;"CT";5;0;0;0;0
"2627";"HAIL";1973;"FL";17;0;0;0;0
"2628";"HAIL";1973;"GA";20;0;0;0;0
"2629";"HAIL";1973;"IA";40;0;0;0;0
"2630";"HAIL";1973;"ID";5;0;0;0;0
"2631";"HAIL";1973;"IL";30;0;0;0;0
"2632";"HAIL";1973;"IN";8;0;0;0;0
"2633";"HAIL";1973;"KS";85;0;0;0;0
"2634";"HAIL";1973;"KY";14;0;0;0;0
"2635";"HAIL";1973;"LA";30;0;0;0;0
"2636";"HAIL";1973;"MA";16;0;0;0;0
"2637";"HAIL";1973;"MD";1;0;0;0;0
"2638";"HAIL";1973;"ME";3;0;0;0;0
"2639";"HAIL";1973;"MI";10;0;0;0;0
"2640";"HAIL";1973;"MN";38;0;0;0;0
"2641";"HAIL";1973;"MO";64;0;0;0;0
"2642";"HAIL";1973;"MS";23;0;0;0;0
"2643";"HAIL";1973;"MT";10;0;0;0;0
"2644";"HAIL";1973;"NC";8;0;0;0;0
"2645";"HAIL";1973;"ND";35;0;0;0;0
"2646";"HAIL";1973;"NE";74;0;0;0;0
"2647";"HAIL";1973;"NH";5;0;0;0;0
"2648";"HAIL";1973;"NM";9;0;0;0;0
"2649";"HAIL";1973;"NY";16;0;0;0;0
"2650";"HAIL";1973;"OH";18;0;0;0;0
"2651";"HAIL";1973;"OK";64;0;0;0;0
"2652";"HAIL";1973;"PA";13;0;0;0;0
"2653";"HAIL";1973;"RI";1;0;0;0;0
"2654";"HAIL";1973;"SC";4;0;0;0;0
"2655";"HAIL";1973;"SD";32;0;0;0;0
"2656";"HAIL";1973;"TN";16;0;0;0;0
"2657";"HAIL";1973;"TX";205;0;0;0;0
"2658";"HAIL";1973;"UT";2;0;0;0;0
"2659";"HAIL";1973;"VA";5;0;0;0;0
"2660";"HAIL";1973;"VT";5;0;0;0;0
"2661";"HAIL";1973;"WA";1;0;0;0;0
"2662";"HAIL";1973;"WI";33;0;0;0;0
"2663";"HAIL";1973;"WV";2;0;0;0;0
"2664";"HAIL";1973;"WY";9;0;0;0;0
"2665";"HAIL";1974;"AL";46;0;0;0;0
"2666";"HAIL";1974;"AR";47;0;0;0;0
"2667";"HAIL";1974;"AZ";5;0;0;0;0
"2668";"HAIL";1974;"CO";21;0;0;0;0
"2669";"HAIL";1974;"CT";6;0;0;0;0
"2670";"HAIL";1974;"DE";2;0;0;0;0
"2671";"HAIL";1974;"FL";29;0;0;0;0
"2672";"HAIL";1974;"GA";22;0;0;0;0
"2673";"HAIL";1974;"IA";125;0;0;0;0
"2674";"HAIL";1974;"IL";117;0;0;0;0
"2675";"HAIL";1974;"IN";19;0;0;0;0
"2676";"HAIL";1974;"KS";266;0;0;0;0
"2677";"HAIL";1974;"KY";26;0;0;0;0
"2678";"HAIL";1974;"LA";51;0;0;0;0
"2679";"HAIL";1974;"MA";4;0;0;0;0
"2680";"HAIL";1974;"MD";2;0;0;0;0
"2681";"HAIL";1974;"ME";4;0;0;0;0
"2682";"HAIL";1974;"MI";31;0;0;0;0
"2683";"HAIL";1974;"MN";78;0;0;0;0
"2684";"HAIL";1974;"MO";70;0;0;0;0
"2685";"HAIL";1974;"MS";26;0;0;0;0
"2686";"HAIL";1974;"MT";19;0;0;0;0
"2687";"HAIL";1974;"NC";21;0;0;0;0
"2688";"HAIL";1974;"ND";24;0;0;0;0
"2689";"HAIL";1974;"NE";119;0;0;0;0
"2690";"HAIL";1974;"NJ";4;0;0;0;0
"2691";"HAIL";1974;"NM";4;0;0;0;0
"2692";"HAIL";1974;"NY";10;0;0;0;0
"2693";"HAIL";1974;"OH";60;0;0;0;0
"2694";"HAIL";1974;"OK";66;0;0;0;0
"2695";"HAIL";1974;"PA";18;0;0;0;0
"2696";"HAIL";1974;"SC";19;0;0;0;0
"2697";"HAIL";1974;"SD";39;0;0;0;0
"2698";"HAIL";1974;"TN";24;0;0;0;0
"2699";"HAIL";1974;"TX";178;0;0;0;0
"2700";"HAIL";1974;"VA";10;0;0;0;0
"2701";"HAIL";1974;"VT";1;0;0;0;0
"2702";"HAIL";1974;"WI";40;0;0;0;0
"2703";"HAIL";1974;"WV";3;0;0;0;0
"2704";"HAIL";1974;"WY";4;0;0;0;0
"2705";"HAIL";1975;"AL";25;0;0;0;0
"2706";"HAIL";1975;"AR";60;0;0;0;0
"2707";"HAIL";1975;"CA";1;0;0;0;0
"2708";"HAIL";1975;"CO";39;0;0;0;0
"2709";"HAIL";1975;"CT";2;0;0;0;0
"2710";"HAIL";1975;"DC";1;0;0;0;0
"2711";"HAIL";1975;"DE";1;0;0;0;0
"2712";"HAIL";1975;"FL";20;0;0;0;0
"2713";"HAIL";1975;"GA";16;0;0;0;0
"2714";"HAIL";1975;"IA";38;0;0;0;0
"2715";"HAIL";1975;"ID";12;0;0;0;0
"2716";"HAIL";1975;"IL";87;0;0;0;0
"2717";"HAIL";1975;"IN";23;0;0;0;0
"2718";"HAIL";1975;"KS";105;0;0;0;0
"2719";"HAIL";1975;"KY";14;0;0;0;0
"2720";"HAIL";1975;"LA";46;0;0;0;0
"2721";"HAIL";1975;"MD";9;0;0;0;0
"2722";"HAIL";1975;"ME";6;0;0;0;0
"2723";"HAIL";1975;"MI";38;0;0;0;0
"2724";"HAIL";1975;"MN";45;0;0;0;0
"2725";"HAIL";1975;"MO";100;0;0;0;0
"2726";"HAIL";1975;"MS";34;0;0;0;0
"2727";"HAIL";1975;"MT";28;0;0;0;0
"2728";"HAIL";1975;"NC";23;0;0;0;0
"2729";"HAIL";1975;"ND";20;0;0;0;0
"2730";"HAIL";1975;"NE";77;0;0;0;0
"2731";"HAIL";1975;"NH";4;0;0;0;0
"2732";"HAIL";1975;"NJ";6;0;0;0;0
